City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,ubauro,28.1652,69.7289,33.55000000000001,57,100,8.15,PK,1721587496
302,kainantu,-6.2887,145.8655,15.900000000000034,99,98,1.07,PG,1721587497
303,nagqu,31.5,92.0,7.7000000000000455,93,100,1.38,CN,1721587498
304,suntar,62.1444,117.6319,16.5,58,96,2.44,RU,1721587499
305,nizhniy odes,63.6445,54.856,11.379999999999995,58,10,2.57,RU,1721587500
306,hongch'on,37.6918,127.8857,22.060000000000002,98,100,1.29,KR,1721587502
307,kodiak,57.79,-152.4072,13.32000000000005,81,98,2.48,US,1721587503
308,la sarre,48.8002,-79.1996,21.0,47,77,3.48,CA,1721587504
309,hobyo,5.3505,48.5268,24.510000000000048,85,100,12.44,SO,1721587506
310,williamsport,41.2412,-77.0011,30.610000000000014,46,100,1.79,US,1721587490
311,bikenibeu village,1.3673,173.1241,28.670000000000016,68,97,8.15,KI,1721587508
312,new plymouth,-39.0667,174.0833,9.340000000000032,100,80,2.58,NZ,1721587509
313,barranca,-10.75,-77.7667,18.710000000000036,69,17,5.25,PE,1721587511
314,puerto deseado,-47.7503,-65.8938,10.79000000000002,60,100,9.81,AR,1721587512
315,lethem,3.3803,-59.7968,28.439999999999998,75,49,1.26,GY,1721587513
316,flying fish cove,-10.4217,105.6791,26.200000000000045,67,75,10.16,CX,1721587514
317,alofi,-19.0595,-169.9187,24.610000000000014,72,44,8.56,NU,1721587515
318,salair,54.2312,85.7972,15.080000000000041,96,100,2.22,RU,1721587516
319,corbelia,-24.7989,-53.3067,23.33000000000004,42,65,0.94,BR,1721587517
320,hadibu,12.65,54.0333,26.460000000000036,80,100,10.75,YE,1721587519
321,okakarara,-20.5833,17.4333,16.920000000000016,15,45,4.32,NA,1721587520
322,severo-yeniseyskiy,60.3725,93.0408,13.980000000000018,96,20,1.36,RU,1721587521
323,bria,6.5423,21.9863,21.02000000000004,95,100,1.68,CF,1721587522
324,taoudenni,22.6783,-3.9836,42.74000000000001,7,10,3.91,ML,1721587523
325,arawa,-6.2132,155.5367,24.730000000000018,89,6,2.06,PG,1721587524
326,bengkulu,-3.8004,102.2655,24.55000000000001,91,67,1.95,ID,1721587525
327,halifax,44.6453,-63.5724,25.189999999999998,73,77,1.34,CA,1721587006
328,barrouallie,13.2333,-61.2667,26.760000000000048,74,0,5.02,VC,1721587528
